assists,bountyLevel,champExperience,champLevel,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,detectorWardsPlaced,doubleKills,goldEarned,goldSpent,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,quadraKills,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,matchID
6,0,6850,10,8,0,0,0,6551,4,4,0,4944,4625,0,0,0,0,0,529,6514,2272,4426,0,0,4025,272,3443,0,0,51,41,19,5,24,1452,15605,2545,2232,8817,10092,8415,31,156,61,5,0,5065,0,947,27,6,3,15,FALSE,NA1_4380839505
7,0,8014,11,7,0,0,0,7326,4,5,0,6594,6375,0,2,0,0,1,511,5436,2071,4846,0,0,1944,374,3727,0,0,62,55,22,6,20,1565,7380,2446,1620,8907,13537,11375,11,143,99,5,0,0,0,333,53,5,8,26,FALSE,NA1_4380663072
16,0,10280,13,9,292,1370,292,3779,3,5,0,7857,7675,0,0,0,0,0,869,7795,2945,5493,0,0,2831,385,3731,0,0,74,55,27,7,28,1728,12711,3531,1270,10059,21776,17858,13,126,67,5,0,2084,199,833,67,7,6,28,TRUE,NA1_4380620786
19,0,13114,15,11,1466,2392,1466,6507,2,8,0,9142,7975,0,2,0,0,1,1111,10474,2289,4082,1,0,2728,349,4869,0,0,69,55,29,6,26,1947,13202,2639,1439,9218,19353,15837,11,140,66,7,0,0,0,266,65,9,4,36,TRUE,NA1_4380575704
16,0,9400,12,7,1892,3643,1892,7057,5,3,0,7700,6775,1,2,0,2,1,613,17960,6606,2465,0,0,4565,2029,6686,0,0,51,46,69,7,31,1568,22557,8667,5055,10755,9492,8819,20,131,113,5,0,30,30,1603,54,5,4,23,TRUE,NA1_4380571533
6,0,8219,11,6,268,268,268,6874,4,3,0,6649,6250,0,1,0,0,1,1292,7910,3498,5932,0,0,1337,413,4240,0,0,74,71,35,9,37,1843,9266,3930,1266,11555,21424,16335,14,150,105,5,0,18,18,1382,91,4,11,31,FALSE,NA1_4380544328
20,0,13909,15,12,159,2780,159,14607,5,6,0,9339,8700,0,0,0,0,0,730,13810,5825,6957,0,0,4166,348,7924,0,0,99,87,53,10,63,2503,19544,6174,2564,15253,39604,31162,16,248,172,5,0,1567,0,371,91,6,5,39,TRUE,NA1_4379985726
8,0,6349,10,5,567,1165,567,1825,1,2,0,4705,4125,0,0,0,0,0,1161,7798,2551,2216,0,0,2368,276,968,0,0,58,51,23,4,25,1229,10197,2858,1004,3185,11624,9555,5,142,31,5,0,30,30,0,35,3,2,15,FALSE,NA1_4379849021
22,0,11142,13,7,777,1134,777,6183,7,3,0,8323,7625,0,0,0,0,0,413,7605,4159,2894,0,0,2173,337,9287,0,0,62,94,35,8,32,1859,9778,4497,2775,14096,29263,24212,11,140,150,6,0,0,0,1914,65,5,10,28,TRUE,NA1_4379823682
2,0,7921,11,6,551,3251,551,4990,4,4,0,6246,5950,0,2,0,0,1,1017,21872,7147,3573,4,0,3165,1218,4386,0,0,33,39,114,5,29,1482,27433,9066,2271,8157,32,0,23,227,52,1,0,2396,700,198,43,4,5,19,FALSE,NA1_4379748770
18,0,10911,13,10,0,857,0,4523,5,7,0,7125,6800,0,0,0,0,0,604,9600,4694,7723,0,0,3901,587,5378,0,0,83,65,34,6,48,1736,13501,5281,1869,13101,26899,19533,11,178,145,5,0,0,0,0,60,8,7,27,TRUE,NA1_4379792347
24,0,19769,18,13,1140,7628,1140,14983,3,9,0,12075,11300,0,0,0,0,0,1205,17658,3895,3646,0,0,4779,500,12129,0,0,117,100,46,13,33,2821,27627,4396,2565,17290,46188,33187,22,233,126,5,0,5188,0,1515,102,5,8,64,TRUE,NA1_4379676908
16,0,12910,14,9,0,425,0,10929,6,6,0,7961,7575,0,0,0,0,0,482,16426,4595,8161,0,0,2869,809,8538,0,0,111,37,65,7,73,1991,19295,5405,9606,17565,9297,6455,24,327,176,10,0,0,0,865,70,7,8,31,FALSE,NA1_4379653783
15,3,11251,13,8,651,2503,651,6293,3,6,0,8232,7375,1,3,0,3,1,636,9656,4188,977,0,0,4178,859,5440,0,0,74,57,36,6,36,1657,14081,5294,2037,6806,16159,11934,10,163,58,5,0,246,246,388,61,6,7,30,TRUE,NA1_4379621227
10,0,9078,12,6,150,1127,150,6189,5,3,0,6887,6550,0,0,0,0,0,612,25223,6433,2986,0,0,4122,1307,6614,0,0,45,36,65,5,37,1642,30026,8420,3800,9909,3468,2951,32,208,106,5,0,680,680,309,52,4,6,22,FALSE,NA1_4379606567
13,0,8348,11,8,444,843,444,5361,2,6,0,6325,5800,0,1,0,0,1,678,20516,5233,5747,0,0,4439,1297,5743,0,0,62,42,68,4,31,1535,24956,6531,3117,11627,5121,3733,21,197,47,5,0,0,0,136,43,6,7,26,FALSE,NA1_4379593331
19,2,15953,16,11,730,3154,730,12657,6,9,1,11493,9875,2,7,0,3,2,446,37948,9646,7249,4,0,4826,1135,9427,0,0,50,84,140,14,37,2108,44221,12227,4092,16993,1637,0,41,259,189,1,0,1446,1446,317,102,9,11,37,TRUE,NA1_4379360117
10,0,8611,12,6,315,397,315,3359,5,3,0,5864,5585,0,0,0,0,0,801,7963,2224,9087,0,0,1932,183,3217,0,0,59,58,29,8,23,1657,9895,2407,791,12916,20547,16530,8,135,141,5,0,0,0,611,43,4,2,20,FALSE,NA1_4379267394
6,0,6991,10,6,0,2121,0,2702,4,4,0,5682,5300,0,1,0,0,1,589,5784,1819,3642,0,0,1315,158,3122,0,0,53,60,26,4,21,1438,8525,1978,928,7043,12474,10578,10,143,70,5,0,1425,0,278,26,4,3,14,FALSE,NA1_4379282955
4,0,6403,10,5,49,114,49,4119,4,3,0,5358,4610,0,1,0,0,1,574,8685,3227,2644,0,0,2502,825,5147,0,0,39,50,14,3,32,1417,11585,4451,1792,8226,713,136,16,53,79,2,0,398,398,435,43,3,7,16,FALSE,NA1_4379218878
10,0,9578,12,8,0,612,0,8991,5,4,0,7073,6625,0,1,0,0,1,591,11210,3925,7438,0,0,2916,620,6742,0,0,121,33,60,6,51,1770,14126,4545,4479,14602,5499,2626,17,262,120,8,0,0,0,420,67,6,5,25,FALSE,NA1_4378957753
3,0,8573,11,3,495,495,495,3402,1,1,0,6218,6060,1,2,0,2,1,949,48634,7672,3737,2,0,9974,1418,1486,0,0,32,19,96,9,25,972,60438,9982,365,5224,951,0,120,210,0,1,0,1829,891,0,9,1,0,6,TRUE,NA1_4378943387
6,0,5192,9,4,0,0,0,4736,4,2,0,4196,4100,0,0,0,0,0,371,3172,1605,3574,0,0,1168,203,3852,0,0,19,20,17,2,28,1160,4340,1808,1344,7703,510,329,10,48,72,4,0,0,0,276,24,2,4,13,FALSE,NA1_4378848106
11,2,6508,10,4,1519,2500,1519,3557,3,1,0,5939,5050,1,2,0,2,1,472,12629,3756,1727,4,0,4141,1346,5209,0,0,37,36,58,3,21,1121,16770,5102,1965,6981,2880,2127,12,141,58,5,0,0,0,44,31,2,4,10,TRUE,NA1_4378748753
7,0,9181,12,8,0,0,0,11382,4,5,0,6749,6400,0,1,0,0,1,988,32532,4823,6590,1,0,2208,1285,7173,0,0,45,46,117,10,37,1618,34741,6109,1332,14193,457,182,26,286,144,2,0,0,0,430,50,6,6,19,FALSE,NA1_4378754473
21,0,15040,16,14,906,1961,906,11091,9,9,0,10704,8975,0,1,0,0,1,618,12811,4212,7268,0,0,3829,377,15262,0,0,93,67,34,13,32,2639,17731,5606,3071,24825,34538,25346,13,165,367,5,0,1090,1017,2294,96,4,6,52,FALSE,NA1_4378708646
4,0,4652,8,3,532,776,532,754,0,1,0,3491,2625,0,0,0,0,0,0,3620,760,1183,0,0,2714,352,694,0,0,40,40,11,2,7,936,6345,1114,607,1877,6209,5406,4,67,0,5,0,11,1,0,12,1,4,3,TRUE,NA1_4378686506
8,0,6361,10,7,62,137,62,5944,3,3,0,5657,5350,0,2,0,0,1,366,5525,3251,1671,0,0,1559,846,7320,0,0,61,69,27,6,25,1217,7085,4097,1225,9226,14737,12214,4,117,53,5,0,0,0,234,28,5,3,12,FALSE,NA1_4378693499
13,0,7333,11,6,0,81,0,6847,8,3,0,5932,5700,0,0,0,0,0,557,6291,3543,8178,0,0,2238,852,7100,0,0,55,81,35,6,33,1479,8529,4395,2488,15652,22224,19121,7,141,156,5,0,0,0,373,49,4,3,19,FALSE,NA1_4378700449
18,0,11783,14,8,94,753,94,13473,7,6,0,8355,8085,0,3,0,0,1,580,12767,3169,7587,0,0,4099,820,8588,0,0,74,80,91,8,31,1797,16866,3989,8318,16806,3643,2364,15,267,146,5,0,0,0,630,60,6,4,31,FALSE,NA1_4378617843
11,0,8818,12,9,1170,1659,1170,3945,3,6,0,6712,6225,0,0,0,0,0,390,8452,2397,4963,0,0,2796,338,2896,0,0,57,53,19,5,24,1599,11249,2736,1144,8334,18692,13470,12,132,64,5,0,0,0,473,47,7,4,24,TRUE,NA1_4378624156
19,0,9253,12,6,404,527,404,4697,5,3,0,7836,7025,0,2,0,0,1,444,5005,2904,6867,0,0,1325,581,4161,0,0,47,79,22,7,22,1557,6331,3486,680,11673,19652,16983,10,103,86,5,0,0,0,644,56,3,8,23,TRUE,NA1_4378400068
15,0,9215,12,8,862,3772,862,8414,7,5,0,7358,6950,0,0,0,0,0,441,7259,3605,1536,0,0,2279,549,9376,0,0,78,50,28,7,32,1864,12147,4219,1017,12145,17683,14819,16,141,146,5,0,2609,65,1232,70,6,4,33,FALSE,NA1_4378315940
8,0,9541,12,9,254,523,254,10008,11,7,0,7198,6775,0,1,0,0,1,403,8069,2720,11186,0,0,1858,658,7992,0,0,49,76,73,5,26,1962,9928,3378,4813,20055,1245,532,4,234,272,4,0,0,0,875,70,7,2,37,FALSE,NA1_4378279439
16,0,12762,14,12,613,765,613,8813,4,8,0,7839,7000,0,0,0,0,0,711,13474,2975,3356,0,0,3506,772,7209,0,0,131,18,74,9,49,2321,17083,3849,5368,11400,5101,3257,14,295,115,5,0,102,102,834,85,10,11,42,TRUE,NA1_4378240783
28,0,14003,15,8,1342,2331,1342,12563,6,4,0,9295,8575,0,0,0,0,0,491,21325,8634,6533,0,0,3695,1139,9284,0,0,64,73,47,7,77,1918,25021,9773,4478,16981,4368,1104,17,143,125,5,0,0,0,1162,78,4,6,26,TRUE,NA1_4378108048
18,0,12886,14,11,692,1815,692,9890,4,7,0,8170,6850,0,0,0,0,0,662,10652,2996,3377,4,0,2031,691,6814,0,0,69,99,98,8,22,1948,12683,3687,7451,10446,508,0,17,220,78,1,0,0,0,255,89,9,12,36,TRUE,NA1_4378100617
5,0,6282,10,6,407,600,407,3016,3,2,0,5006,4725,0,1,0,0,1,665,16329,4711,624,0,0,2230,520,3698,0,0,29,29,83,5,30,1226,19090,5761,762,4629,38,0,20,158,69,1,0,530,530,306,35,4,4,14,FALSE,NA1_4378010183
11,0,5024,8,5,984,1414,984,1253,0,2,0,5020,4325,0,0,0,0,0,0,2636,1145,1810,0,0,859,327,1163,0,0,24,31,13,2,14,920,3495,1472,565,2974,6830,6207,1,38,0,6,0,0,0,0,19,3,1,8,TRUE,NA1_4377934224
6,1,9424,12,6,145,2608,145,5331,1,3,0,6331,5800,0,1,0,0,1,791,31834,8039,4100,0,0,3390,873,2712,0,0,67,40,81,5,42,1676,37556,8913,5597,7798,5405,4135,16,264,21,5,0,2331,0,985,45,4,1,25,FALSE,NA1_4377858841
21,0,15263,16,10,1845,4557,1845,11411,4,7,0,9954,7800,1,3,0,3,1,1158,32985,5020,6948,8,0,6217,1054,8195,0,0,88,81,111,9,24,2129,39203,6074,7503,17125,21410,15678,19,183,51,5,0,0,0,1981,82,8,10,40,TRUE,NA1_4377804351
16,2,12770,14,13,2893,5192,2893,6661,3,8,0,9174,8500,1,2,0,2,1,548,36406,11369,4398,0,0,3557,933,3082,0,0,51,81,154,16,69,1985,40291,12545,2712,7855,452,0,18,380,72,1,0,328,243,375,71,10,5,37,TRUE,NA1_4377725284
4,0,7161,10,7,610,730,610,11548,4,4,0,5508,5525,0,0,0,0,0,472,6580,2408,3979,0,0,2647,304,7153,0,0,69,69,20,6,32,1557,9228,2713,2352,12090,16003,12052,12,141,89,5,0,0,0,957,39,5,7,19,FALSE,NA1_4377750850
8,0,9197,12,8,445,445,445,5180,4,5,0,6032,5600,0,0,0,0,0,399,9703,3468,1637,0,0,2801,546,6599,0,0,74,72,29,6,24,1620,12505,4015,1237,8450,18172,15154,9,184,93,5,0,0,0,213,56,6,4,24,FALSE,NA1_4377697657
6,0,4408,8,4,288,683,288,1730,3,1,0,4362,3300,0,0,0,0,0,510,7415,2509,101,0,0,3168,497,3092,0,0,55,41,18,3,24,1102,10584,3006,562,3212,7836,6047,5,172,52,5,0,0,0,18,27,2,2,11,TRUE,NA1_4377349532
18,1,19015,18,8,2574,6495,2574,19931,4,5,1,17777,15785,2,9,0,6,2,1123,134139,27920,4822,32,0,11562,939,8593,0,0,58,61,221,29,42,2272,154390,33692,3868,15263,596,0,164,434,175,1,0,8688,4832,1847,32,5,3,16,TRUE,NA1_4377317547
2,0,6105,9,6,891,1336,891,2585,3,4,0,5203,5050,0,1,0,0,1,589,19595,6734,3082,1,0,2905,1195,2365,0,0,38,26,91,7,55,1389,23073,8502,639,5646,621,0,16,257,30,1,0,572,572,199,37,4,3,21,FALSE,NA1_4377037709
4,0,7510,11,5,0,268,0,4063,1,3,0,4864,4475,0,0,0,0,0,240,6400,1751,1366,0,0,1655,498,4559,0,0,50,35,19,4,12,1407,8056,2250,142,5977,8776,6908,13,106,10,5,0,0,0,52,41,3,3,23,FALSE,NA1_4377080791
6,0,8423,11,8,156,510,156,8563,6,5,0,7193,6700,0,2,0,0,1,518,16988,5856,4057,0,0,2772,1415,7637,0,0,62,40,75,11,28,1917,19901,7412,3410,12919,5914,4712,20,160,148,5,0,140,140,1224,83,6,10,36,FALSE,NA1_4376852551
19,0,10507,13,10,226,363,226,8372,3,7,0,7793,6850,0,0,0,0,0,733,3744,1167,3079,0,0,1966,505,6560,0,0,32,85,86,7,16,1646,5710,1673,5804,10364,4357,2982,21,147,75,5,0,0,0,724,64,8,13,21,TRUE,NA1_4376810195
21,0,11427,13,8,607,1559,607,3730,1,5,0,8117,7450,0,0,0,0,0,1440,7758,4102,4243,0,0,2213,432,2530,0,0,61,63,29,8,40,1769,9972,4534,1148,6876,26044,19629,8,145,37,5,0,0,0,101,57,6,5,27,TRUE,NA1_4376724124
10,0,6802,10,5,570,643,570,1897,1,3,0,5371,4375,0,0,0,0,0,791,5923,1911,1674,0,0,2368,264,1355,0,0,48,41,18,3,18,1210,8291,2175,989,3107,9883,7967,6,113,21,7,0,0,0,78,36,3,3,16,TRUE,NA1_4376687736
17,8,17341,17,6,2131,15711,2131,10257,0,3,2,14490,12850,1,8,0,8,2,0,137033,20881,5679,20,0,18155,1061,2425,0,0,51,53,224,22,37,2038,159766,23813,4952,8105,3243,0,195,393,0,1,0,4578,1870,0,30,4,2,11,TRUE,NA1_4376580357
13,0,10079,13,7,0,267,0,10384,11,4,0,6603,6075,0,0,0,0,0,365,6774,3124,10556,0,0,2139,468,7672,0,0,70,55,35,7,28,1934,8923,3603,1311,18528,19645,15776,9,134,263,5,0,10,10,300,75,5,2,32,FALSE,NA1_4376515594
19,0,11582,14,11,1057,2044,1057,5603,3,7,0,8936,7600,1,2,0,2,1,907,13951,4056,3619,0,0,4391,581,5703,0,0,97,59,33,8,41,1936,19212,4758,1559,9817,24193,19333,16,211,94,5,0,870,120,493,65,9,5,31,TRUE,NA1_4376446874
10,0,9080,12,8,1211,2270,1211,5980,3,5,0,6428,5075,0,0,0,0,0,844,23097,6846,1778,0,0,3478,679,5676,0,0,39,57,117,8,29,1613,26576,7525,2099,7764,2134,1357,13,232,42,5,0,0,0,308,55,6,7,19,TRUE,NA1_4376462133
14,0,13128,15,12,1129,1549,1129,4516,2,6,0,9257,9125,0,1,0,0,1,1981,9267,2610,5561,0,0,1991,308,3862,0,0,80,75,29,6,18,2140,11941,3601,1698,10029,30009,23346,10,131,48,5,0,682,682,605,84,8,7,37,TRUE,NA1_4376138745
14,0,7336,11,7,1312,3264,1312,1753,0,3,0,5880,4925,0,0,0,0,0,0,8876,3286,1997,0,0,1353,528,1672,0,0,55,70,21,4,24,1218,12138,3814,1027,3785,15572,13248,6,144,0,5,0,1907,0,115,37,5,0,19,TRUE,NA1_4376164744
15,0,11278,13,9,667,4049,667,3733,3,5,0,8343,7735,0,1,0,0,1,656,11369,4048,2334,0,0,2115,697,3719,0,0,86,92,42,5,30,1803,15828,4758,2573,6192,28693,22893,15,201,46,5,0,2344,12,138,74,7,6,36,TRUE,NA1_4376130276
10,7,14121,15,7,1934,5215,1934,4342,0,5,1,11769,10525,1,7,0,7,2,0,91844,8482,1950,16,0,10898,1312,2991,0,0,52,36,162,19,25,1679,105713,11018,728,5013,561,0,158,280,0,1,0,2971,1223,71,25,5,3,14,TRUE,NA1_4376017836
7,0,6950,10,6,286,566,286,3402,3,4,1,6061,5500,1,2,0,2,2,545,22086,7293,2462,0,0,2888,936,3989,0,0,44,31,96,9,40,1390,25359,8614,1074,6612,0,0,24,217,65,0,0,384,384,160,35,4,2,17,FALSE,NA1_4376031379
11,2,10138,13,7,0,2263,0,4327,2,4,0,7537,7025,1,2,0,2,1,280,43497,11334,2751,0,0,3160,1360,3601,0,0,57,50,123,11,77,1610,51978,14467,2191,6569,0,0,45,452,24,0,0,5320,1772,217,58,5,5,33,FALSE,NA1_4375975087
13,0,11356,13,9,0,218,0,7801,3,6,0,7056,6925,0,0,0,0,0,1188,6820,3103,1985,0,0,1266,454,7360,0,0,72,81,38,7,26,1895,8087,3558,2726,10074,24454,19677,16,111,73,5,0,0,0,728,75,7,12,36,FALSE,NA1_4375917061
3,0,6219,10,9,0,511,0,4709,6,5,0,5278,4885,0,0,0,0,0,485,10983,2785,2893,0,0,2115,672,6929,0,0,37,47,46,4,21,1562,13098,3458,3217,10139,1827,1524,21,117,140,5,0,0,0,316,54,7,6,27,FALSE,NA1_4375871884
22,0,16350,16,12,0,368,0,18984,4,8,0,9511,9035,0,1,0,0,1,951,23120,4981,10454,0,0,4385,636,12215,0,0,87,112,135,12,33,2095,29761,7824,11781,24158,4805,2060,41,349,85,5,0,2255,2207,1488,94,7,16,39,FALSE,NA1_4375830769
18,0,11781,14,9,933,2399,933,3295,2,4,0,8484,7350,0,0,0,0,0,893,11266,2692,1144,0,0,3451,221,2944,0,0,74,71,24,6,30,1887,14718,2913,1462,5208,22570,18320,8,145,62,5,0,0,0,1119,71,7,1,27,TRUE,NA1_4375724077
9,0,8514,11,9,128,885,128,6503,6,7,0,7254,6625,0,3,0,0,1,358,23375,8292,3053,2,0,1921,646,7897,0,0,53,63,115,7,46,1592,25846,9488,3881,11732,746,0,19,283,125,1,0,550,550,782,51,7,7,24,FALSE,NA1_4375668828
7,2,5869,9,4,1190,2199,1190,2576,2,3,0,5604,5275,1,2,0,2,1,351,12490,3586,534,0,0,3078,1011,2554,0,0,35,34,48,4,29,1302,15729,4757,1234,3329,1832,1687,9,143,26,5,0,160,160,240,48,3,4,25,TRUE,NA1_4375535748
15,2,7395,11,6,2330,2501,2330,6321,2,3,0,7547,6950,1,2,0,2,1,586,15309,4564,1638,0,0,2915,1312,6417,0,0,39,40,53,6,24,1375,18225,5876,1845,8407,5747,4183,14,150,47,5,0,0,0,351,49,4,4,21,TRUE,NA1_4375511448
9,1,13528,15,4,3069,10595,3069,4677,2,1,0,11417,10150,0,2,0,0,1,488,108042,8883,4200,8,0,11824,397,2473,0,0,37,35,166,19,20,1536,126217,10312,1559,7212,973,0,170,341,56,1,0,6350,1032,539,13,2,0,7,TRUE,NA1_4375441463
6,0,7502,11,8,0,114,0,7876,3,5,0,4908,4700,0,0,0,0,0,837,6255,2773,6926,0,0,2065,579,2854,0,0,68,87,28,5,35,1446,8356,3387,1129,10017,14902,13111,10,171,70,5,0,35,35,236,38,6,1,23,FALSE,NA1_4375241648
16,0,9220,12,5,406,499,406,7209,8,2,0,7955,7315,1,2,0,2,1,542,9052,3861,9501,0,0,1677,671,5575,0,0,109,18,71,9,53,1860,10729,4532,4754,16243,11782,9014,14,256,148,10,0,0,0,1166,67,3,4,24,FALSE,NA1_4375177943
